,0,1,2
197,https://www.chess.com/live/game/3238891354,https://www.chess.com/openings/Nimzowitsch-Defense-Declined,sandeepdurgam won by checkmate
198,https://www.chess.com/live/game/3241315080,https://www.chess.com/openings/Bishops-Opening-Berlin-Defense,fun_man won by checkmate
199,https://www.chess.com/live/game/3241348313,https://www.chess.com/openings/Modern-Defense-Three-Pawns-Attack-with-2-f4,fun_man won by resignation
200,https://www.chess.com/live/game/3242840578,https://www.chess.com/openings/Queens-Pawn-Opening-Zukertort-Variation,fun_man won by resignation
201,https://www.chess.com/live/game/3246379720,https://www.chess.com/openings/Kings-Pawn-Opening-Leonardis-Variation-2...Nf6,Jostein321 won by resignation
202,https://www.chess.com/live/game/3246442455,https://www.chess.com/openings/Center-Game-Accepted-Normal-Variation,fun_man won by resignation
203,https://www.chess.com/live/game/3248720515,https://www.chess.com/openings/Kings-Pawn-Opening-Leonardis-Variation-2...Nf6-3.f4,fun_man won by resignation
204,https://www.chess.com/live/game/3248872672,https://www.chess.com/openings/Caro-Kann-Defense-Hillbilly-Attack-2...d5,Goustavich won by resignation
205,https://www.chess.com/live/game/3248988493,https://www.chess.com/openings/Caro-Kann-Defense,Nandhuts won on time
206,https://www.chess.com/live/game/3249022849,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Elephant-Gambit-3.exd5,fun_man won by checkmate
207,https://www.chess.com/live/game/3250741012,https://www.chess.com/openings/Kings-Pawn-Opening-1...e5,MidniiTe won - game abandoned
208,https://www.chess.com/live/game/3250788472,https://www.chess.com/openings/Scandinavian-Defense,fun_man won by resignation
209,https://www.chess.com/live/game/3250979756,https://www.chess.com/openings/Kings-Pawn-Opening-Wayward-Queen-Attack,harp84 won by resignation
210,https://www.chess.com/live/game/3251047138,https://www.chess.com/openings/Indian-Game-Slav-Indian-Defense,fun_man won by resignation
211,https://www.chess.com/live/game/3251097018,https://www.chess.com/openings/Vant-Kruijs-Opening-1...e5,MILANO32 won by resignation
212,https://www.chess.com/live/game/3251118413,https://www.chess.com/openings/Queens-Pawn-Opening-1...d5,fun_man won by checkmate
213,https://www.chess.com/live/game/3251244868,https://www.chess.com/openings/Queens-Pawn-Opening-Mikenas-Defense-2.d5,fun_man won by checkmate
214,https://www.chess.com/live/game/3251322796,https://www.chess.com/openings/Queens-Pawn-Opening-Zilbermints-Gambit,jimbopoker17 won by resignation
215,https://www.chess.com/live/game/3251688914,https://www.chess.com/openings/English-Opening-Symmetrical-Variation,TravkinVadim123 won by resignation
216,https://www.chess.com/live/game/3251782548,https://www.chess.com/openings/Caro-Kann-Defense,fun_man won by resignation
217,https://www.chess.com/live/game/3251998753,https://www.chess.com/openings/English-Defense,fun_man won by resignation
218,https://www.chess.com/live/game/3252761316,https://www.chess.com/openings/Queens-Pawn-Opening-Mikenas-Defense-2.c4,fun_man won by resignation
219,https://www.chess.com/live/game/3252765598,https://www.chess.com/openings/Caro-Kann-Defense-2.d4-d5-3.Nc3,fun_man won by resignation
220,https://www.chess.com/live/game/3252936571,https://www.chess.com/openings/Queens-Pawn-Opening-1...d5,GioDeJaneiro won by resignation
221,https://www.chess.com/live/game/3252957714,https://www.chess.com/openings/Barnes-Opening-1...d5-2.e4,fun_man won by resignation
